"No","Nama Perusahaan","Merek Dagang","Kota","Alamat","Telepon/WA","Email","Website","Jenis","Link HIMPUH","Status Follow-up","Catatan"
"463","PT. Sari Ramada Arafah","Sari Ramada Travel","Jakarta","Hotel Kartika Chandra 003 Arcade G 001-003, Jl. Gatot Subroto, Setia Budi, Jakarta Selatan, DKI Jakarta, 12710","+62215210818","travel@sariramada.com, sariramadajkt@yahoo.com","www.sariramada.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/211","Belum dihubungi",""
"464","PT. Batemuri Tours","Batemuri Tours","Jakarta","Gedung Menara Hijau Lt. 3 Ruang 304, Jl. Mt. Haryono Kav.3, Pancoran, Jakarta Selatan, DKI Jakarta, 12770","+62217985920","batemuri@cbn.net.id","www.batemuritours.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/212","Belum dihubungi",""
"465","PT. Bayuaji Dunia Wisata","BAYUAJI TOUR","Jakarta","Gedung Wisma Bayuaji Lt. 4 Jl. Gandaria Iii No. 44 Kramat Pela, Kebayoran Baru, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12130","+62217232274","bayuajitour@yahoo.com, bayuajitur@yahoo.com","www.bayuajitravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/213","Belum dihubungi",""
"466","PT. Biro Perjalanan Wisata Cordova Abila","PT. CORDOVA ABILA Travel","Jakarta","Jl. Kemang Timur Raya No. 48, Mampang Prapatan, Jakarta Selatan, DKI Jakarta, 12730","+62217194808","mailbox@cordova-travel.com, cordova.abila@yahoo.com","www.cordova-travel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/215","Belum dihubungi",""
"467","PT. Tauba Zakka Atkia","Tazkia Tours & Travel","Jakarta","Crown Plaza Blok B-01, Jl. Prof. Dr. Soepomo No. 231 Menteng Dalam - Tebet, Tebet, Jakarta Selatan, DKI Jakarta, 12870","+622183787401","tazkiatravel@yahoo.com","www.tazkiatravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/218","Belum dihubungi",""
"468","PT. Blang Ponte Tours & Travel","BLANG PONTE TOURS","Jakarta","Gedung Daniprisma Lt.2, Jl. Sultan Hasanuddin No. 47-48, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12160","+62217205444","eks.anggota.himpuh@gmail.com","www.blangponte.co.id","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/219","Belum dihubungi",""
"469","PT. Blocking Ticket Center","ALARAF BTC TRAVEL","Jakarta","Jl. Buncit Raya No. 10.c Pejaten Pasar Minggu, Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12550","+62217812484","alibtctour@gmail.com, info@btctour.com","www.btctravel.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/221","Belum dihubungi",""
"470","PT. Centig Tour Wisata","CENTIG TOUR","Jakarta","Rasuna office Park unit ZO-07, Setia Budi, Jakarta Selatan, DKI Jakarta, 12940","+622165860504","tourcentig@gmail.com","www.umrohaji.net","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/222","Belum dihubungi",""
"471","PT. Chandragama Muda","PT. CHANDRAGAMA MUDA","Jakarta","Jl. Taman Citra Garden 2 Blok H-1/28, Pegadungan, Kalideres, Jakarta Barat, DKI Jakarta, 11830","+62216199175","eks.anggota.himpuh@gmail.com","www.mudatur.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/223","Belum dihubungi",""
"472","PT. Fazary Wisata","Fazary Wisata","Tangerang","Ruko Prima Bintaro Blok. D, Jl. Wr. Supratman No. 53 Sektor 3 Bintaro Jaya, Ciputat Timur, Tangerang Selatan, Banten, 15412","+62217371095","fazary96@yahoo.com, juli@fazarywisata.com","www.fazarywisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/224","Belum dihubungi",""
"473","PT. Tripuri Wisata","Tripuri Travel","Jakarta","Jl. Raya Perjuangan No. 12 Rt.09/07, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 11530","+62215324477","info@tripuri.com","www.tripurigroup.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/227","Belum dihubungi",""
"474","PT. Tunas Rizki Semesta","Tunastours","Bekasi","Graha Persada 2 Lt.1 Lobby Unit B, Jl. KH. Noer Ali No. 89A, Babelan, Bekasi, Jawa Barat, 17144","+622129572908","pttunasrizkisemesta@gmail.com, info@tunastours.com, rastika.tunastours@gmail.com","www.tunastours.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/230","Belum dihubungi",""
"475","PT. Turisina Buana","Tibi tours","Jakarta","Jl. Balai Putaka Timur Raya No. 39 Blok. A-6 Rawamangun, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13220","+62214709933","welcome@tibitour.com, ikathati@tibitour.com","www.tibitour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/231","Belum dihubungi",""
"476","PT. Yatsrib Daarul Ulum","YATSRIB TOUR & TRAVEL","Tangerang","Ruko Cileduk Center Blok. B7, Jl. Yos Cokroaminoto, Balaraja, Tangerang, Banten, 15154","+62217312405","contact@yatsribtravel.com","www.yatsribdaarululum.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/232","Belum dihubungi",""
"477","PT. Indah Permata Permai","INDAH PERMATA PERMAI","Jakarta","Jl. Pacuan Kuda Raya No. 03 Rt.11/11 Rawamangun Pulo Gadung, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210","+622147863319","eks.anggota.himpuh@gmail.com","www.indahpermatatours.wixsite.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/233","Belum dihubungi",""
"478","PT. Ziar Nida'ul Haramain","ZNH Travel","Jakarta","Jl. Kh. Abdullah Syafei No. 33 Rt. 012/009, Kel Bukit Duri, Tebet, Jakarta Selatan, DKI Jakarta, 12840","+622183705291","ziartours@yahoo.com, ziarnidaulharamain@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/234","Belum dihubungi",""
"479","PT. Jannah Firdaus Tour & Travel","JANNAH","Depok","Jl. Cinere Raya, Ruko Puri Niaga No. 11b Cinere  Cinere, Cinere, Depok, Jawa Barat, 16514","+62217532095","umrah.jafa@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/235","Belum dihubungi",""
"480","PT. Kindai Tour & Travel","Biro Perjalanan Wisata","Jakarta","Jl. Cilandak Bawah I, No.23 Cilandak Barat, Jakarta Selatan, Cilandak, Jakarta Selatan, DKI Jakarta, 12430","+62215704843","haji@kindaitoursandtravel.com, umroh@kindaitoursandtravel.com, umroh_haji@kindaitoursandtravel.com","www.kindaitoursandtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/237","Belum dihubungi",""
"481","PT. Kotapiring Kencana","Kencana Umrah","Jakarta","Jl. Pemuda - Komp. Ruko Graha Mas Pemuda Blok. Aa No. 19, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13220","+622147860999","kotapiring.kencana@gmail.com","www.hajiumrahplus.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/238","Belum dihubungi",""
"482","PT. Farhan Surya Indah","Farhan Surya Indah Tour & Travel","Jakarta","Jl. Cipinang Jaya Raya Blok. A No. 7, Jatinegara, Jakarta Timur, DKI Jakarta, 13410","+62218577149","farhansuryaindah@gmail.com","www.farhan-surya-indah.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/241","Belum dihubungi",""
"483","PT. Mulia Wisata Abadi","Mulia Wisata Abadi","Jakarta","Jl. Raya Pondok Gede, Ruko Pondok Gede Indah no. 18E, Cipayung, Jakarta Timur, DKI Jakarta, 13810","+62218406665","muliawisata@yahoo.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/244","Belum dihubungi",""
"484","PT. Nur Ja'rona Travel","MJ Tavel","Jakarta","Jl. Nangka 1 Rt. 004/005 No. 48, Jagakarsa, Jakarta Selatan, DKI Jakarta, 12530","+622178847932","eks.anggota.himpuh@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/245","Belum dihubungi",""
"485","PT. Mutiara Qonita Wisata","Qonita Wisata","Tangerang","Perkantoran Mall WTC Matahari No.5825. Jl. Raya Serpong, Serpong Utara, Tangerang Selatan, Banten, 15326","+62215385331","mutiara_qw@yahoo.co.id, qonitawisata.mutiara@gmail.com","www.qonitawisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/249","Belum dihubungi",""
"486","PT. Tunas Armindo Wisata","Armindo Wisata","Jakarta","Sentra Timur Commercial Park 7 No. 7 Pulogadung, Jatinegara, Jakarta Timur, DKI Jakarta, 13350","+6202122859731","jkt.tunasarmindowisata@yahoo.co.id, tunas.wisata1@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/250","Belum dihubungi",""
"487","PT. Al Marhamah Cahaya Utama","Almarhamah","Jakarta","Mt. Haryono Square Office 01/09, Jl. Otista Raya No. 390, Jatinegara, Jakarta Timur, DKI Jakarta, 13330","+622129067285","al_marhamah13@yahoo.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/252","Belum dihubungi",""
"488","PT. Lazuardi Titian Wisata","Lazuardi Umrah & Hajj","Jakarta","Jl. Condet Raya No. 9a, Kramat Jati, Jakarta Timur, DKI Jakarta, 13530","+6281199777999","ptlazuardititianwisata@gmail.com","www.lazuardi-travel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/253","Belum dihubungi",""
"489","PT. Selaras Citanusa Wisata","SELARAS WISATA","Jakarta","Jl. Ciputat Raya No. 100A, , Kebayoran Lama, Jakarta Selatan, DKI Jakarta, 12240","+622129236202","info@selaraswisata.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/255","Belum dihubungi",""
"490","PT. Gesya Prima Biro Perjalanan Umum","PT. Gesya Tour & Travel","Jakarta","Jl. Cipinang Muara Raya No. 42a, Jatinegara, Jakarta Timur, DKI Jakarta, 13420","+622122832032","gesya_travel@yahoo.com","www.gesyatravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/256","Belum dihubungi",""
"491","PT. Al Jazirah Indonesia","JAZIRAH","Bekasi","Jl. Bintara Raya No. 1B, Babelan, Bekasi, Jawa Barat, 17134","+62218352590","eks.anggota.himpuh@gmail.com","www.aljazirah.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/259","Belum dihubungi",""
"492","PT. Sahabat Mulia Utama","SAHABAT MULIA TOUR","Jakarta","Gedung Dewan Dakwah Lt. 4 Jl. Panjang 12 Arteri Kelapa Dua,, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 11530","+6221532709","sahabatmulia@hotmail.com","www.sahabatmuliatour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/262","Belum dihubungi",""
"493","PT. Assami Ananda Tour","ANANDA TOUR","Jakarta","Jl. Raya Condet No. 2c Rt.005/003, Kramat Jati, Jakarta Timur, DKI Jakarta, 13530","+622129840409","infoumroh@anandatour.co.id, assami@anandatour.co.id","www.anandatour.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/263","Belum dihubungi",""
"494","PT. Rihlahtul Hidayah Wisata","RIHLAH TOUR & TRAVEL","Jakarta","RUKAN MEDICAL D6. JL RAYA PONDOK KELAPA RT.1 RW.1 , Duren Sawit, Jakarta Timur, DKI Jakarta, 13450","+622122847535","rh.tourwisata@gmail.com","https://rihlahtulhidayahwisata.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/266","Belum dihubungi",""
"495","PT. Sofyan Wisata Ihsani","S.W..I TRAVEL MANAGEMENT","Jakarta","Cityloft Office Apartement Floor 9 Suite 907 Jl. K.H. Mas Mansyur No.121 RT13/RW11, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10220","+622131907613","sofyan.wisata@yahoo.com, umrah@swi.co.id, sofyan.wisata@swi.co.id","www.switravel.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/270","Belum dihubungi",""
"496","PT. Wisata Titiannusantara Pelangi","AL MALIK UMRAH & HAJI KHUSUS","Tangerang","Jl.Veteran Raya Blok D.13 No.19, Tangerang, Tangerang, Banten, 15540","+622155789098","supriyadi.margono@almaliktravel.com, arkan.fadhil@almaliktravel.com","www.almaliktravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/273","Belum dihubungi",""
"497","PT. Al Shafwah Wisata Mandiri","Smarts Umrah","Jakarta","Jl. Tanah Abang II NO.93 , RT.001 RW.001, Gambir, Jakarta Pusat, DKI Jakarta, 10150","+62213511414","info@smartsumrah.com","www.smartsumrah.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/275","Belum dihubungi",""
"498","PT. Garislurus Lintas Semesta","Garislurus","Bekasi","Jl. Cermai Raya No. 227 Kayuringin Bekasi Selatan, Babelan, Bekasi, Jawa Barat, 17144","+622188961716","eks.anggota.himpuh@gmail.com","www.garislurus.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/280","Belum dihubungi",""
"499","PT. Khairo Mulya Wisata","KHAIRO MULYA WISATA","Tangerang","Tangerang City Business Park Blok B 29, Jl. Jenderal Sudirman No. 1, Tangerang, Tangerang, Banten, 15117","+622155780029","eks.anggota.himpuh@gmail.com","www.khairotour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/281","Belum dihubungi",""
"500","PT. Metro Inter Travindo","Padi Umroh","Tangerang","Jl. Kihajar Dewantara Ruko Golden 8 No. 8 Pakulonan Barat, Kelapa Dua, Kelapa Dua, Tangerang, Banten, 15810","+622129238848","info@padi-umroh.com","www.padi-umroh.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/282","Belum dihubungi",""
"501","PT. Rizquna Hikmah Sejahtera","RIZQUNA TOUR & TRAVEL","Jakarta","Plaza Karinda Lt.2 Jl. Karang Tengah Raya Blok. B1 No. 19, Cilandak, Jakarta Selatan, DKI Jakarta, 12440","+622127824756","rizqunainfo@gmail.com","www.rizquna.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/283","Belum dihubungi",""
"502","PT. Siddiq Amanah Wisata","SIDDIQ AMANAH WISATA","Jakarta","Jl. Rawajati Timur Raya Blok. AM-11, Kalibata Indah, Pancoran, Jakarta Selatan, DKI Jakarta, 12750","+62217900459","eks.anggota.himpuh@gmail.com","www.siddiqamanahwisata.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/284","Belum dihubungi",""
"503","PT. Amara Tours & Travel","Amara Tours","Bekasi","Jl. Raya Kincan Jati Bening II No. 38, Pondok Gede, Bekasi, Jawa Barat, 17412","+622170295391","amaraumrohtours@yahoo.com, amaratourstravel05@gmail.com, amaraumrohhajji@gmail.com","","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/287","Belum dihubungi",""
"504","PT. Medina Mitra Wisata","MEDINA WISATA","Jakarta","Ruko Cibubur Indah Blok. F3 Jl. Raya Lapangan Tembak, Ciracas, Jakarta Timur, DKI Jakarta, 13720","+622122821628","medinawisata@yahoo.com, medinamitrawisata@gmail.com","www.medinahwisata.ID","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/290","Belum dihubungi",""
"505","PT. Bumi Nata Wisata","NATA TOURS","Jakarta","Jl. Warungjati Timur Raya No.9B Kalibata, Pancoran, Jakarta Selatan, DKI Jakarta, 12740","+62361229873","eks.anggota.himpuh@gmail.com","https://www.buminatawisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/291","Belum dihubungi",""
"506","PT. Reza Makmur Wisata Lestari","Rema Tour","Jakarta","Jl. Raya Pondok Gede No. 23 D, , Cipayung, Jakarta Timur, DKI Jakarta, 13810","+622129835444","eks.anggota.himpuh@gmail.com","www.rematour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/292","Belum dihubungi",""
"507","PT. Musafir Lintas Sahara","MUSAFIR TOUR","Bekasi","Jl. Raya Hankam No 59 Rt.04/02, Jati Sampurna, Bekasi, Jawa Barat, 17432","+622128674647","eks.anggota.himpuh@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/295","Belum dihubungi",""
"508","PT. Riska Harry Tour & Travel","RH TOUR","Bekasi","Ruko Sentra Niaga Kalimalang Blok. A No. 11 Jl. Jend. Ahmad Yani, Babelan, Bekasi, Jawa Barat, 17144","+622129257655","rh.tour@yahoo.com, contact@rhtour.co.id","www.rhtour-online.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/296","Belum dihubungi",""
"509","PT. Granada Wisata","Granada Tour","Tangerang","Ruko Bukit Serpong Mas Blok A3 No.7 , Serpong Utara, Tangerang Selatan, Banten, 15417","+622153128299","granadawisata@gmail.com, diazsyah@gmail.com, halo@granadatour.id","www.granadatour.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/298","Belum dihubungi",""
"510","PT. Tazakka Ceria Wisata","TAZAKKA TOUR","Bekasi","Graha Yus Join Mahir, Jl. KH. Noer Ali No. 25-26, Bekasi Selatan, Bekasi, Jawa Barat, 17148","+622188968344","eks.anggota.himpuh@gmail.com","www.tazakkatour.com","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/299","Belum dihubungi",""
"511","PT. Darul Manasek Internasional","DARUL MANASEK INTERNASIONAL","Jakarta","Ruko Ptc Blok. H8 No. 6 Pulogadung Trade Centre, Jl. Raya Bekasi Km.21, Pulo Gadung, Jakarta Timur, DKI Jakarta, 0","+622146800215","info@damaitour.co.id","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/300","Belum dihubungi",""
"512","PT. Dava Tour & Travel","ABHINAYA UMROH","Jakarta","Jl. Minang Kabau No. 29, Setia Budi, Jakarta Selatan, DKI Jakarta, 12970","+62218304337","davatour-travel@abinayatour.com, pandu.apriyanto@abhinayatour.com","www.abhinayatour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/301","Belum dihubungi",""
"513","PT. Malika Wisata Utama","MALIKA TOUR","Tangerang","Graha Malika Lt. 2 Jl. Perintis Kemerdekaan No. 1 Babakan Ciamis Tangerang, Balaraja, Tangerang, Banten, 15117","+6202155733001","umrohmalika@gmail.com","www.malikagroup.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/302","Belum dihubungi",""
"514","PT. Yasdin Travel","Madanina","Jakarta","Bali Maisonette - Legian 6, Jl. RS. Fatmawati Raya No.7, RT.2/RW.1, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Cilandak, Jakarta Selatan, DKI Jakarta, 12420","+6281112002724","madaninatour@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/305","Belum dihubungi",""
"515","PT. Dhiyaa El Haramain El Mubarakah","ELHARAMAIN WISATA","Bekasi","Ruko Grand Boulevard Asia Tropis Blok AT12 No.02 Harapan Indah, Tarumajaya, Bekasi, Jawa Barat, 17143","+622188382764","el.haramaintour@gmail.com, elharamainumrah@gmail.com, dhiyaa.haramain@gmail.com","https://elharamainwisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/306","Belum dihubungi",""
"516","PT. Hasni Multi Bussines Tour & Travel","HM Travel","Jakarta","Jl. Dr. Saharjo No. 96e, Setia Budi, Jakarta Selatan, DKI Jakarta, 12960","+62218301772","hmtravelm@gmail.com, mtravelm@yahoo.com","https://hasnitravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/310","Belum dihubungi",""
"517","PT. Daehatur Ekspres","Daeha Official Umroh & Haji Khusus","Jakarta","Apartemen Cervino Village GF Unit J, Jl. Kh. Abdullah Syafei Kav 27, Tebet, Jakarta Selatan, DKI Jakarta, 12810","+6282240003433","daehatur@gmail.com, daehatur.visa@gmail.com, iqbal.daehatur@gmail.com","www.daehaturhajiumroh.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/312","Belum dihubungi",""
"518","PT. Fatahillah Tour Mandiri","FATA TOUR","Bekasi","Sinpasa Commercial Blok. C No. 6 Margamulya Bekasi Utara, Bekasi Utara, Bekasi, Jawa Barat, 17142","+622129572288","fatatour.umroh@gmail.com, infofata@fatatour.com, mariko.bawi@fatatour.com","www.fatatourtravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/314","Belum dihubungi",""
"519","PT. Yassinta Andromeda Kencana","Yassinta Haji Umrah","Jakarta","JL.RAYA LAPANGAN TEMBAK NO.1 PEKAYON ,PASAR REBO - JAKARTA TIMUR, Pasar Rebo, Jakarta Timur, DKI Jakarta, 13710","+622187734272","info.yassintahajiumrah@gmail.com","www.yassintahajiumrah.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/315","Belum dihubungi",""
"520","PT. Nurul Zahra","NURA","Jakarta","Jl. Condet Raya No. 31, Kramat Jati, Jakarta Timur, DKI Jakarta, 13640","+622180887453","eks.anggota.himpuh@gmail.com","-","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/317","Belum dihubungi",""
"521","PT. Mitra Mediatama Sejahtera","Mediatama","Jakarta","Jl. Gardu No. 32, Kramat Jati, Jakarta Timur, DKI Jakarta, 13530","+622180878448","info@mediatamatours.com","www.mediatamatours.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/318","Belum dihubungi",""
"522","PT. Mabrur Tour & Travel","MABRUR TRAVEL","Jakarta","Jl. Percetakan Negara Raya No. D49 Rt:10/09, Johar Baru, Jakarta Pusat, DKI Jakarta, 10560","+622142877599","mabrurtour@yahoo.com","www.mabrur.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/319","Belum dihubungi",""
"523","PT. Nabila Surabaya Perdana","NASATUR","Jakarta","Jl. Kampung Melayu Besar No. 44, Tebet, Jakarta Selatan, DKI Jakarta, 12840","+62218353689","nasa_tour@hotmail.com, manifest_nasatour@hotmail.com","www.nasatur.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/320","Belum dihubungi",""
"524","PT. An Cipta Wisata","AN CIPTA WISATA","Jakarta","Ruko Grand Centro Bintaro, No. A12, Jl. Kodam Bintaro, Pesanggrahan, Jakarta Selatan, Pesanggrahan, Jakarta Selatan, DKI Jakarta, 12320","+622122733195","info@anciptawisata.com, emilpanji@anciptawisata.com","wwww.umroh.anciptawisata.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/321","Belum dihubungi",""
"525","PT. Kalam Imran Farok","KIF Tours","Jakarta","Jl. Rs. Fatmawati No. 201 D, Cilandak Cilandak Barat, Cilandak, Jakarta Selatan, DKI Jakarta, 12430","+622175916767","kif.tour@yahoo.co.id, info@kiftourtravel.com","www.kiftourtravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/322","Belum dihubungi",""
"526","PT. Risalah Rizkia Wisata","Risalah Tour & Travel","Jakarta","Jl. Raya Bogor KM. 26 No. 10 Rt. 011 Rw. 004, Ciracas, Jakarta Timur, DKI Jakarta, 13740","+622187702273","risalahtourtravel@gmail.com","www.risalahtour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/326","Belum dihubungi",""
"527","PT. Mahkota Bumi Barokah","Mahkota Kubah Emas Tour & Travel","Tangerang","Ruko Dian Plaza, Jl. Raden Fatah, Ciledug, Tangerang, Banten, 15151","+62217964560","masjidkubahemas@yahoo.com, mahkotakubahemas@gmail.com","www.mahkotakubahemas.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/327","Belum dihubungi",""
"528","PT. Karsa Pelita Wisata","BIRO PERJALAN UMROH","Jakarta","Jl. Radio Dalam Raya No.4 RT.001/RW.015, Gandaria Utara, Kec. Kebayoran Baru, Jakarta Selatan, Kebayoran Baru, Jakarta Selatan, DKI Jakarta, 12140","+62217697376","staff.pelitawisata@gmail.com, stafpelitawisata1@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/328","Belum dihubungi",""
"529","PT. Gemilang Multazam Mitra Sakti Wisata","Gemilang Wisata","Jakarta","Prince Center Building 5th Flor 505, Jl. Jenderal Sudirman Kav. 3-4, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10220","+62215700407","eks.anggota.himpuh@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/329","Belum dihubungi",""
"530","PT. Zahida Nufus Indonesia","ZAHIDA TOUR & TRAVEL","Depok","Komplek Ruko The Saladin Square Blok. B No. 18, Jl. Raya Margonda, Pancoran Mas, Depok, Jawa Barat, 16431","+622129402242","zahidanufus.indonesia@yahoo.com, zahidanufus@gmail.com","www.zahidatourtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/332","Belum dihubungi",""
"531","PT. Matias Jaya Abadi","Abadi Tour & Travel","Jakarta","Signature Park Apartement, K-08 Jl. Mt. Haryono Kav 22, Tebet, Jakarta Selatan, DKI Jakarta, 12810","+622129386428","eks.anggota.himpuh@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/333","Belum dihubungi",""
